arm,pocket,receptor,mol_idx,score
critic_r1,complex_000085,complex_000026,9,-10.00937
critic_r1,complex_000085,complex_000026,10,-7.63831
critic_r1,complex_000085,complex_000026,11,-6.23789
critic_r1,complex_000085,complex_000026,12,-6.23625
critic_r1,complex_000085,complex_000026,13,-9.75837
critic_r1,complex_000085,complex_000026,14,-7.38548
critic_r1,complex_000085,complex_000026,15,-9.41307
critic_r1,complex_000085,complex_000026,16,-9.02654
critic_r1,complex_000085,complex_000026,17,-6.84804
critic_r1,complex_000085,complex_000026,18,-8.66306
critic_r1,complex_000085,complex_000026,19,-7.00611
critic_r1,complex_000063,complex_000472,0,-7.58634
critic_r1,complex_000063,complex_000472,1,-5.46453
critic_r1,complex_000063,complex_000472,2,-11.70902
critic_r1,complex_000063,complex_000472,3,-6.64759
critic_r1,complex_000063,complex_000472,4,-7.58774
critic_r1,complex_000063,complex_000472,5,-10.60085
critic_r1,complex_000063,complex_000472,6,-7.30633
critic_r1,complex_000063,complex_000472,7,-9.26847
critic_r1,complex_000063,complex_000472,8,-8.29074
critic_r1,complex_000063,complex_000472,9,-8.66225
critic_r1,complex_000063,complex_000472,10,-8.30531
critic_r1,complex_000063,complex_000472,11,-6.20189
critic_r1,complex_000063,complex_000472,12,-9.57835
critic_r1,complex_000063,complex_000472,13,-7.99102
