pocket,tanimoto,recall
complex_000051,0.5263157894736842,0.5263157894736842
complex_000051,0.5,0.5789473684210527
complex_000051,0.6666666666666666,0.7368421052631579
complex_000051,0.4782608695652174,0.5789473684210527
complex_000051,0.3333333333333333,0.3684210526315789
complex_000051,0.3157894736842105,0.3157894736842105
complex_000051,0.4074074074074074,0.5789473684210527
complex_000051,0.38095238095238093,0.42105263157894735
complex_000051,0.5384615384615384,0.7368421052631579
complex_000051,0.5714285714285714,0.631578947368421
complex_000051,0.6190476190476191,0.6842105263157895
complex_000051,0.4166666666666667,0.5263157894736842
complex_000051,0.35,0.3684210526315789
complex_000051,0.5,0.6842105263157895
complex_000051,0.3225806451612903,0.5263157894736842
complex_000051,0.5909090909090909,0.6842105263157895
complex_000051,0.21052631578947367,0.21052631578947367
complex_000051,0.42105263157894735,0.42105263157894735
complex_000051,0.42857142857142855,0.631578947368421
complex_000051,0.3684210526315789,0.3684210526315789
complex_000051,0.3157894736842105,0.3157894736842105
complex_000051,0.25,0.2631578947368421
complex_000051,0.6363636363636364,0.7368421052631579
complex_000051,0.4,0.42105263157894735
complex_000051,0.44,0.5789473684210527
complex_000051,0.375,0.47368421052631576
complex_000051,0.2857142857142857,0.3157894736842105
complex_000051,0.25,0.2631578947368421
complex_000051,0.45,0.47368421052631576
complex_000051,0.32142857142857145,0.47368421052631576
complex_000051,0.28,0.3684210526315789
complex_000051,0.3076923076923077,0.42105263157894735
complex_000051,0.631578947368421,0.631578947368421
complex_000051,0.391304347826087,0.47368421052631576
complex_000051,0.6,0.631578947368421
complex_000051,0.6086956521739131,0.7368421052631579
complex_000051,0.3333333333333333,0.3684210526315789
complex_000051,0.37037037037037035,0.5263157894736842
complex_000051,0.34782608695652173,0.42105263157894735
complex_000051,0.3333333333333333,0.3684210526315789
complex_000051,0.6666666666666666,0.7368421052631579
complex_000051,0.3157894736842105,0.3157894736842105
complex_000051,0.38095238095238093,0.42105263157894735
complex_000051,0.5238095238095238,0.5789473684210527
complex_000051,0.4583333333333333,0.5789473684210527
complex_000051,0.4090909090909091,0.47368421052631576
complex_000051,0.22727272727272727,0.2631578947368421
complex_000051,0.4444444444444444,0.631578947368421
complex_000051,0.5217391304347826,0.631578947368421
complex_000051,0.34615384615384615,0.47368421052631576
complex_000051,0.42105263157894735,0.42105263157894735
complex_000051,0.5416666666666666,0.6842105263157895
complex_000051,0.38095238095238093,0.42105263157894735
complex_000051,0.5,0.5789473684210527
complex_000051,0.42105263157894735,0.42105263157894735
complex_000051,0.6666666666666666,0.7368421052631579
complex_000051,0.6190476190476191,0.6842105263157895
complex_000051,0.3333333333333333,0.3684210526315789
complex_000051,0.42857142857142855,0.47368421052631576
complex_000051,0.34782608695652173,0.42105263157894735
complex_000051,0.38095238095238093,0.42105263157894735
complex_000051,0.5,0.5263157894736842
complex_000051,0.2631578947368421,0.2631578947368421
complex_000051,0.34782608695652173,0.42105263157894735
complex_000051,0.5,0.6842105263157895
complex_000059,0.47058823529411764,0.5
complex_000059,0.5714285714285714,0.75
complex_000059,0.5789473684210527,0.6875
complex_000059,0.4444444444444444,0.5
complex_000059,0.5625,0.5625
complex_000059,0.5263157894736842,0.625
complex_000059,0.7222222222222222,0.8125
complex_000059,0.5,0.5
complex_000059,0.625,0.625
complex_000059,0.5882352941176471,0.625
complex_000059,0.625,0.625
complex_000059,0.55,0.6875
complex_000059,0.631578947368421,0.75
complex_000059,0.5625,0.5625
complex_000059,0.5789473684210527,0.6875
complex_000059,0.5,0.5
complex_000059,0.5789473684210527,0.6875
complex_000059,0.5789473684210527,0.6875
complex_000059,0.5625,0.5625
