pocket,displacement,tanimoto,recall,error
complex_000026,3.0,0.21739130434782608,0.3333333333333333,
complex_000026,3.0,0.35294117647058826,0.4,
complex_000026,3.0,0.35294117647058826,0.4,
complex_000026,3.0,0.3888888888888889,0.4666666666666667,
complex_000026,3.0,0.42105263157894735,0.5333333333333333,
complex_000026,3.0,0.29411764705882354,0.3333333333333333,
complex_000026,3.0,0.47058823529411764,0.5333333333333333,
complex_000026,3.0,0.15789473684210525,0.2,
complex_000051,0.5,0.7391304347826086,0.8095238095238095,
complex_000051,0.5,0.8260869565217391,0.9047619047619048,
complex_000051,0.5,0.9090909090909091,0.9523809523809523,
complex_000051,0.5,0.8260869565217391,0.9047619047619048,
complex_000051,0.5,0.8,0.9523809523809523,
complex_000051,0.5,0.76,0.9047619047619048,
complex_000051,0.5,0.72,0.8571428571428571,
complex_000051,0.5,0.8076923076923077,1.0,
complex_000051,0.5,0.8695652173913043,0.9523809523809523,
complex_000051,0.5,0.7916666666666666,0.9047619047619048,
complex_000051,0.5,0.9545454545454546,1.0,
complex_000051,0.5,0.8076923076923077,1.0,
complex_000051,1.0,0.6666666666666666,0.7619047619047619,
complex_000051,1.0,0.6521739130434783,0.7142857142857143,
complex_000051,1.0,0.8260869565217391,0.9047619047619048,
complex_000051,1.0,0.7272727272727273,0.7619047619047619,
complex_000051,1.0,0.56,0.6666666666666666,
complex_000051,1.0,0.5909090909090909,0.6190476190476191,
complex_000051,1.0,0.6666666666666666,0.7619047619047619,
complex_000051,1.0,0.5555555555555556,0.7142857142857143,
complex_000051,1.0,0.5555555555555556,0.7142857142857143,
complex_000051,1.0,0.6,0.7142857142857143,
complex_000051,1.0,0.5555555555555556,0.7142857142857143,
complex_000051,1.0,0.5,0.5238095238095238,
complex_000051,2.0,0.37037037037037035,0.47619047619047616,
complex_000051,2.0,0.4583333333333333,0.5238095238095238,
complex_000051,2.0,0.46153846153846156,0.5714285714285714,
complex_000051,2.0,0.44,0.5238095238095238,
complex_000051,2.0,0.48,0.5714285714285714,
complex_000051,2.0,0.2962962962962963,0.38095238095238093,
complex_000051,2.0,0.52,0.6190476190476191,
complex_000051,2.0,0.5217391304347826,0.5714285714285714,
complex_000051,2.0,0.4166666666666667,0.47619047619047616,
complex_000051,2.0,0.4782608695652174,0.5238095238095238,
complex_000051,2.0,0.36666666666666664,0.5238095238095238,
complex_000051,2.0,0.4074074074074074,0.5238095238095238,
complex_000051,3.0,0.39285714285714285,0.5238095238095238,
complex_000051,3.0,0.3333333333333333,0.42857142857142855,
complex_000051,3.0,0.38461538461538464,0.47619047619047616,
complex_000051,3.0,0.35714285714285715,0.47619047619047616,
complex_000051,3.0,0.3103448275862069,0.42857142857142855,
complex_000051,3.0,0.4,0.47619047619047616,
complex_000051,3.0,0.26666666666666666,0.38095238095238093,
