pocket,tanimoto,recall,error
complex_000051,0.13043478260869565,0.14285714285714285,
complex_000051,0.22580645161290322,0.3333333333333333,
complex_000051,0.3103448275862069,0.42857142857142855,
complex_000051,0.4230769230769231,0.5238095238095238,
complex_000051,0.3548387096774194,0.5238095238095238,
complex_000051,0.2222222222222222,0.2857142857142857,
complex_000051,0.13043478260869565,0.14285714285714285,
complex_000051,0.4642857142857143,0.6190476190476191,
complex_000051,0.25925925925925924,0.3333333333333333,
complex_000051,0.35294117647058826,0.5714285714285714,
complex_000051,0.2413793103448276,0.3333333333333333,
complex_000051,0.36,0.42857142857142855,
complex_000051,0.23333333333333334,0.3333333333333333,
complex_000051,0.2857142857142857,0.38095238095238093,
complex_000051,0.3076923076923077,0.38095238095238093,
complex_000051,0.3939393939393939,0.6190476190476191,
complex_000051,0.36363636363636365,0.5714285714285714,
complex_000051,0.35714285714285715,0.47619047619047616,
complex_000051,0.3225806451612903,0.47619047619047616,
complex_000051,0.26666666666666666,0.38095238095238093,
complex_000051,0.37037037037037035,0.47619047619047616,
complex_000051,0.2608695652173913,0.2857142857142857,
complex_000051,0.391304347826087,0.42857142857142855,
complex_000051,0.2916666666666667,0.3333333333333333,
complex_000051,0.2631578947368421,0.47619047619047616,
complex_000051,0.38461538461538464,0.47619047619047616,
complex_000051,0.08695652173913043,0.09523809523809523,
complex_000051,0.3793103448275862,0.5238095238095238,
complex_000051,0.25,0.38095238095238093,
complex_000051,0.48148148148148145,0.6190476190476191,
complex_000051,0.20833333333333334,0.23809523809523808,
complex_000051,0.25,0.38095238095238093,
complex_000051,0.3076923076923077,0.38095238095238093,
complex_000051,0.39285714285714285,0.5238095238095238,
complex_000051,0.3103448275862069,0.42857142857142855,
complex_000051,0.2413793103448276,0.3333333333333333,
complex_000051,0.23333333333333334,0.3333333333333333,
complex_000051,0.2857142857142857,0.38095238095238093,
complex_000051,0.23076923076923078,0.2857142857142857,
complex_000051,0.2692307692307692,0.3333333333333333,
complex_000051,0.3448275862068966,0.47619047619047616,
complex_000051,0.2647058823529412,0.42857142857142855,
complex_000051,0.2962962962962963,0.38095238095238093,
complex_000051,0.25806451612903225,0.38095238095238093,
complex_000051,0.2962962962962963,0.38095238095238093,
complex_000051,0.08695652173913043,0.09523809523809523,
complex_000051,0.2692307692307692,0.3333333333333333,
complex_000051,0.20833333333333334,0.23809523809523808,
complex_000051,0.3333333333333333,0.38095238095238093,
complex_000051,0.2777777777777778,0.47619047619047616,
complex_000051,0.375,0.42857142857142855,
complex_000051,0.14814814814814814,0.19047619047619047,
complex_000051,0.2857142857142857,0.47619047619047616,
complex_000051,0.2903225806451613,0.42857142857142855,
complex_000051,0.16,0.19047619047619047,
complex_000051,0.37037037037037035,0.47619047619047616,
complex_000051,0.13043478260869565,0.14285714285714285,
complex_000051,0.2692307692307692,0.3333333333333333,
complex_000051,0.32142857142857145,0.42857142857142855,
complex_000051,0.17391304347826086,0.19047619047619047,
complex_000051,0.4482758620689655,0.6190476190476191,
complex_000051,0.375,0.42857142857142855,
complex_000051,0.24,0.2857142857142857,
complex_000051,0.28,0.3333333333333333,
complex_000051,0.2,0.23809523809523808,
complex_000051,0.27586206896551724,0.38095238095238093,
complex_000051,0.3548387096774194,0.5238095238095238,
complex_000051,0.13043478260869565,0.14285714285714285,
