batch,slot,critic_lambda20,control_r0,critic_r0
843,0,0.002200484275817871,0.0029706358909606934,0.002450227737426758
844,0,0.008768796920776367,0.008956313133239746,0.008330464363098145
845,0,0.00043833255767822266,0.000310361385345459,0.0004241466522216797
846,0,0.00018298625946044922,0.00016254186630249023,8.600950241088867e-05
847,0,0.001479029655456543,0.0007970333099365234,0.0006802082061767578
848,0,0.0024262666702270508,0.005210280418395996,0.0023314356803894043
849,0,0.001935422420501709,0.0010492205619812012,0.001567840576171875
852,0,0.00027942657470703125,0.0007814168930053711,0.0005271434783935547
854,0,0.0019965767860412598,0.001522660255432129,0.002000570297241211
857,0,0.006825923919677734,0.0071866512298583984,0.010700464248657227
858,0,0.0011203885078430176,0.0014709830284118652,0.0012469291687011719
860,0,0.0011343955993652344,0.0024094581604003906,0.0023113489151000977
864,0,0.000937044620513916,0.0010896921157836914,0.0010322332382202148
864,1,0.00013786554336547852,0.0001480579376220703,0.00023257732391357422
865,0,5.1975250244140625e-05,0.0007653236389160156,0.0002243518829345703
866,0,0.00014823675155639648,0.0009277462959289551,0.0006309151649475098
869,0,0.00014913082122802734,5.137920379638672e-05,0.00011622905731201172
869,1,6.949901580810547e-05,3.921985626220703e-05,3.30805778503418e-05
870,0,0.0007342100143432617,0.0003555417060852051,0.0004023313522338867
871,0,0.009494006633758545,0.00458526611328125,0.0045566558837890625
873,0,0.0006109476089477539,0.0009815096855163574,0.0009161829948425293
874,0,9.119510650634766e-05,0.0007495880126953125,0.0006468296051025391
880,0,0.0016884803771972656,0.002026498317718506,0.0024266839027404785
881,0,0.00038635730743408203,0.00024819374084472656,0.0002651214599609375
887,0,0.004957318305969238,0.0052345991134643555,0.004544496536254883
