batch,slot,critic_r0,control_r0,critic_r1,control_r1,critic_r2,control_r2
104,0,0.0014610886573791504,0.0007840991020202637,0.0012270212173461914,0.0007135868072509766,0.00119704008102417,0.000979304313659668
112,0,0.0009578466415405273,0.0005298852920532227,0.0009551048278808594,0.00141829252243042,0.0013707876205444336,0.001100301742553711
113,0,0.0014429092407226562,0.0017054080963134766,0.0014339089393615723,0.0017546415328979492,0.0016807317733764648,0.001786351203918457
113,1,0.0018611550331115723,0.0015330314636230469,0.0029624104499816895,0.0011706948280334473,0.001992344856262207,0.0019440054893493652
114,0,0.00014889240264892578,0.0002529621124267578,0.0001634359359741211,0.00019502639770507812,8.195638656616211e-05,0.00019371509552001953
119,0,0.0001283884048461914,0.00014013051986694336,8.618831634521484e-05,0.00012570619583129883,0.00010454654693603516,9.250640869140625e-05
120,0,0.0005366206169128418,0.00010895729064941406,0.00036728382110595703,0.00024002790451049805,0.00025391578674316406,0.00027126073837280273
122,0,0.0027962923049926758,0.002002418041229248,0.0023174285888671875,0.0023446083068847656,0.0022843480110168457,0.0018491744995117188
123,0,0.0001792311668395996,5.4001808166503906e-05,4.291534423828125e-05,0.00010949373245239258,0.00011855363845825195,0.0001361370086669922
124,0,0.0048542022705078125,0.00418323278427124,0.004390895366668701,0.005518436431884766,0.004582881927490234,0.004509389400482178
124,1,0.021374404430389404,0.02773153781890869,0.028127014636993408,0.02229464054107666,0.02446824312210083,0.018802285194396973
127,0,0.010649323463439941,0.01064687967300415,0.011904239654541016,0.009189009666442871,0.011600375175476074,0.009407281875610352
127,1,0.00191575288772583,0.0018778443336486816,0.002768278121948242,0.0022684335708618164,0.001490950584411621,0.001456618309020996
130,0,0.002058088779449463,0.0022336244583129883,0.002215564250946045,0.0023390650749206543,0.0023114681243896484,0.001978754997253418
131,0,0.0033996105194091797,0.0032807588577270508,0.003666996955871582,0.0033876895904541016,0.0036919116973876953,0.0032407045364379883
134,0,0.004550158977508545,0.003979802131652832,0.004028737545013428,0.003618776798248291,0.0042150020599365234,0.004520893096923828
